date,zuzycie energii RA1,Zużycie energii RA2,Zużycie energii RA3
2024-02-14 11:03:06,1.044964671,57.72590256,58.33418655
2024-02-14 11:03:10,1.059304833,58.47035599,58.47037888
2024-02-14 11:03:13,1.058856249,57.50191116,58.24612427
2024-02-14 11:03:16,1.049227953,57.76898193,58.31942368
2024-02-14 11:03:19,1.050488353,57.87142563,58.63288498
2024-02-14 11:03:22,1.054821849,57.91867065,58.52481842
2024-02-14 11:03:26,1.039584398,57.44500351,58.18803787
2024-02-14 11:03:29,1.053271532,58.41154099,58.66627121
2024-02-14 11:03:32,1.035763621,57.78796005,58.44323349
2024-02-14 11:03:35,1.029931664,57.73315048,58.36167145
2024-02-14 11:03:40,1.044177294,58.06655884,58.5496788
2024-02-14 11:03:44,1.045037866,57.9582634,58.50007248
2024-02-14 11:03:47,1.05153203,57.78574753,58.3259964
2024-02-14 11:03:50,1.045675635,57.95774078,58.53675079
2024-02-14 11:03:53,1.041357398,57.72733688,58.3470726
2024-02-14 11:03:57,1.037408471,58.05901718,58.5676384
2024-02-14 11:04:00,1.041998267,57.46546173,58.18925858
2024-02-14 11:04:03,1.029266357,57.62911606,58.37922287
2024-02-14 11:04:06,1.040594459,57.79396439,58.40489578
2024-02-14 11:04:09,1.033074975,58.01210403,58.45106888
2024-02-14 11:04:13,1.054211497,57.47626877,58.20616531
2024-02-14 11:04:16,1.055035472,57.89558792,58.36936188
2024-02-14 11:04:19,1.051071167,57.41867065,58.22686386
2024-02-14 11:04:22,1.042691112,58.09677887,58.52955246
2024-02-14 11:04:25,1.058511376,57.43767166,58.2515564
2024-02-14 11:04:29,1.059698462,57.58754349,58.21090317
2024-02-14 11:04:32,1.171820045,57.76139069,57.99462509
2024-02-14 11:04:35,1.152990699,57.4190979,58.12870026
2024-02-14 11:04:38,1.170892358,57.4473381,58.19389725
2024-02-14 11:04:41,1.140386939,57.50617599,58.25933838
2024-02-14 11:04:44,1.157107592,57.65924072,58.23792648
2024-02-14 11:04:47,1.147219896,57.95559692,58.42696762
2024-02-14 11:04:50,1.13810122,57.92761993,58.50540924
2024-02-14 11:04:54,1.143124461,57.38275909,58.11795807
2024-02-14 11:04:57,1.159310937,58.1539917,58.5499649
2024-02-14 11:05:01,1.136065722,57.69536209,58.29462814
2024-02-14 11:05:05,1.138171434,56.97591782,57.89548874
2024-02-14 11:05:08,1.159988403,58.00745773,58.47254562
2024-02-14 11:05:11,1.14553833,57.47386551,58.14339066
2024-02-14 11:05:14,1.170346141,57.69686508,58.34078598
2024-02-14 11:05:19,1.153656006,57.6197319,58.53538895
2024-02-14 11:05:22,1.144195557,57.73295975,58.33275986
2024-02-14 11:05:25,1.141812205,57.1694603,58.04508209
2024-02-14 11:05:28,1.167871118,57.47143555,58.0229187
2024-02-14 11:05:33,1.149383545,57.05187607,57.93523026
2024-02-14 11:05:36,1.162728906,57.54641724,57.98023605
2024-02-14 11:05:40,1.142492652,57.87301636,58.48562241
2024-02-14 11:05:42,1.15788269,57.86253738,58.36602402
2024-02-14 11:05:45,1.15788269,57.38518906,57.896492
2024-02-14 11:05:48,1.136447191,57.33601761,58.05837631
2024-02-14 11:05:52,1.146002173,57.45819092,58.1348381
2024-02-14 11:05:54,1.147622705,57.34804153,58.02274704
2024-02-14 11:05:57,1.155038476,57.13773346,57.97035599
2024-02-14 11:06:00,1.160229564,57.61456299,58.24488449
2024-02-14 11:06:03,1.143814087,56.59619141,57.77629471
2024-02-14 11:06:06,1.135055542,57.699646,58.25007248
2024-02-14 11:06:09,1.241580248,56.8178215,58.015625
2024-02-14 11:06:13,1.255648851,57.65495682,58.29175568
2024-02-14 11:06:17,1.133401513,57.91199875,58.38810349
2024-02-14 11:06:20,1.271908641,57.49814987,58.13562775
2024-02-14 11:06:23,1.251651049,57.03003693,57.91906357
2024-02-14 11:06:26,1.265649438,58.08220291,58.46840286
2024-02-14 11:06:29,1.232940674,57.0330162,57.97483444
2024-02-14 11:06:32,1.236318946,57.25181961,57.92839432
2024-02-14 11:06:34,1.236081004,57.81548691,58.39624786
2024-02-14 11:06:36,1.243865967,58.06238937,58.18354034
2024-02-14 11:06:40,1.239602685,57.28191757,58.13664627
2024-02-14 11:06:43,1.235070825,57.51743698,58.14107895
2024-02-14 11:06:46,1.250604272,58.0332222,58.47605133
2024-02-14 11:06:49,1.272265673,57.14247513,58.0419426
2024-02-14 11:06:53,1.233691454,57.78865433,57.98669434
2024-02-14 11:06:56,1.254080176,57.16024399,58.31892014
2024-02-14 11:06:59,1.270861864,57.18945313,58.12393188
2024-02-14 11:07:02,1.252151489,57.65394974,58.29851913
2024-02-14 11:07:05,1.354501367,57.24698639,58.02091217
2024-02-14 11:07:08,1.336157203,57.45905304,58.22245026
2024-02-14 11:07:11,1.327612281,57.14364243,58.06537628
2024-02-14 11:07:14,1.349380493,57.7492981,58.33420944
2024-02-14 11:07:17,1.357821703,57.04436874,57.97309494
2024-02-14 11:07:21,1.372164965,57.7293663,58.33085251
2024-02-14 11:07:24,1.354596019,56.94926834,57.93299103
2024-02-14 11:07:26,1.353131175,57.65211868,58.29675293
2024-02-14 11:07:30,1.352703929,57.38547516,58.11959839
2024-02-14 11:07:35,1.361462474,56.95238876,57.84948349
2024-02-14 11:07:37,1.368924022,57.34527588,58.04520416
2024-02-14 11:07:40,1.35936892,57.27694321,58.0693779
2024-02-14 11:07:43,1.358975291,57.43112183,58.123909
2024-02-14 11:07:47,1.348144531,57.26746368,57.88153076
2024-02-14 11:07:49,1.344061255,56.44474411,57.50979614
2024-02-14 11:07:51,1.35269165,57.14614487,57.97786331
2024-02-14 11:07:54,1.338443041,57.46726608,58.17251205
2024-02-14 11:07:57,1.327005029,57.77165604,58.44406891
2024-02-14 11:08:01,1.352273583,57.09885406,57.94792557
2024-02-14 11:08:04,1.349063158,57.1627388,58.05847168
2024-02-14 11:08:07,1.34147644,57.54417801,58.18801498
2024-02-14 11:08:11,1.348751903,57.80691528,58.37588501
2024-02-14 11:08:13,1.450494409,57.296875,58.1374321
2024-02-14 11:08:16,1.459921241,57.36214066,58.15703201
2024-02-14 11:08:20,1.469992042,57.38714218,58.12612534
2024-02-14 11:08:23,1.456207275,58.05069733,58.57339478
2024-02-14 11:08:26,1.443707347,57.59675217,58.29849243
2024-02-14 11:08:29,1.463885546,57.87787628,58.18703842
2024-02-14 11:08:32,1.451873779,57.46281052,58.23214722
2024-02-14 11:08:35,1.457492113,57.83408356,58.10945511
2024-02-14 11:08:38,1.453970313,56.54270554,57.5948143
2024-02-14 11:08:41,1.457717896,57.90942383,58.43478012
2024-02-14 11:08:43,1.463861108,57.39842606,58.25860214
2024-02-14 11:08:46,1.430972338,57.7797966,58.36038208
2024-02-14 11:08:51,1.449874878,57.37621689,58.18299103
2024-02-14 11:08:54,1.450552344,57.67633057,58.35333252
2024-02-14 11:08:57,1.446304321,57.5761528,58.06251907
2024-02-14 11:09:00,1.455957055,57.60856247,58.30558395
2024-02-14 11:09:03,1.463394165,57.23601151,58.09283447
2024-02-14 11:09:07,1.559399486,57.7258873,58.33649826
2024-02-14 11:09:10,1.556234717,57.20186234,58.3644371
2024-02-14 11:09:13,1.57433784,57.82199097,58.3710022
2024-02-14 11:09:16,1.573504686,57.95888138,58.50017166
2024-02-14 11:09:18,1.540786743,58.00159836,58.50603104
2024-02-14 11:09:21,1.548403978,57.27365875,58.13708115
2024-02-14 11:09:24,1.537594676,57.15478516,58.39257813
2024-02-14 11:09:27,2.107211351,57.00030136,57.94515991
2024-02-14 11:09:30,1.668115258,57.41580963,58.18091965
2024-02-14 11:09:33,1.543988109,57.61123276,58.24746323
2024-02-14 11:09:36,1.563519359,57.39206696,58.23469162
2024-02-14 11:09:38,1.551043749,57.25260544,58.12133789
2024-02-14 11:09:41,1.548461914,57.7575798,58.21178818
2024-02-14 11:09:45,1.554498315,57.24000931,58.09716797
2024-02-14 11:09:48,1.548059106,57.3325386,57.99885941
2024-02-14 11:09:51,1.547534227,57.76843262,58.39791489
2024-02-14 11:09:54,1.559710741,57.79925156,58.41027451
2024-02-14 11:09:57,1.564599633,57.17481232,58.07104111
2024-02-14 11:10:00,1.657394409,57.96680832,58.40860748
2024-02-14 11:10:03,1.649035692,57.35128403,58.13800812
2024-02-14 11:10:07,1.645108104,57.87725449,58.4047966
2024-02-14 11:10:10,1.660049438,57.72883987,58.268013
2024-02-14 11:10:13,1.642541528,57.81903839,58.46892929
2024-02-14 11:10:16,1.63029182,57.36080551,58.1053772
2024-02-14 11:10:19,1.645358324,57.66956711,58.24309921
2024-02-14 11:10:22,1.654168725,58.06548691,58.56317902
2024-02-14 11:10:24,1.663034081,57.32727814,58.06904221
2024-02-14 11:10:28,1.652395606,57.32025909,58.12984085
2024-02-14 11:10:31,1.651345849,57.68535995,58.3634758
2024-02-14 11:10:34,1.647467017,57.36185455,58.12543488
2024-02-14 11:10:37,1.652133226,57.74055099,58.2662735
2024-02-14 11:10:40,1.632840037,57.7772789,58.42584229
2024-02-14 11:10:43,1.766275048,57.47429276,58.18172836
2024-02-14 11:10:46,1.759088159,57.5574913,58.19999313
2024-02-14 11:10:49,1.758801341,57.74341583,58.43139267
2024-02-14 11:10:53,1.742782593,57.72029495,58.40996933
2024-02-14 11:10:56,1.732391357,57.39297485,58.18616486
2024-02-14 11:10:59,1.744970679,57.78036499,58.3880806
2024-02-14 11:11:02,1.767944336,57.68935776,58.38676834
2024-02-14 11:11:05,1.744934082,57.43695831,58.1389122
2024-02-14 11:11:08,1.746685863,57.83603668,58.29544067
2024-02-14 11:11:11,1.765719652,57.61404037,58.29851913
2024-02-14 11:11:14,1.76296699,57.33361435,58.21866608
2024-02-14 11:11:17,1.757220507,57.82225418,58.44875717
2024-02-14 11:11:20,1.748281837,57.74379349,58.38507843
2024-02-14 11:11:25,1.743734717,56.95346069,58.14294052
2024-02-14 11:11:27,1.839941382,57.45330811,58.2145462
2024-02-14 11:11:30,1.841000438,57.94047928,58.47366333
2024-02-14 11:11:33,1.865982056,57.80799103,58.4226799
2024-02-14 11:11:36,1.841165185,57.3365593,58.09938431
2024-02-14 11:11:39,1.847045898,57.79556274,58.34623337
2024-02-14 11:11:43,1.841677904,56.92185593,57.91677856
2024-02-14 11:11:46,1.843130469,57.43888092,58.14197922
2024-02-14 11:11:49,1.834240794,57.98774338,58.54253769
2024-02-14 11:11:53,1.860107422,57.55691528,58.29874802
2024-02-14 11:11:57,1.841546655,57.85006332,58.38269806
2024-02-14 11:12:00,1.843692064,57.4732666,58.21895218
2024-02-14 11:12:03,1.842538476,57.29896164,58.12652588
2024-02-14 11:12:06,1.847738624,57.75057602,58.42551804
2024-02-14 11:12:10,1.94241035,57.28563309,58.17453766
2024-02-14 11:12:13,1.96534729,57.05960846,58.0887413
2024-02-14 11:12:16,1.932495117,57.46115112,58.51441193
2024-02-14 11:12:20,1.947991967,57.97628784,58.15963364
2024-02-14 11:12:23,1.962142944,57.81327438,58.42408371
2024-02-14 11:12:26,1.978521705,57.38080597,58.15827179
2024-02-14 11:12:29,1.956298828,57.70621872,58.31568146
2024-02-14 11:12:32,1.946279883,57.18421555,58.04328156
2024-02-14 11:12:35,1.950027466,57.58987045,58.44061279
2024-02-14 11:12:38,1.869174242,57.93473434,58.52355576
2024-02-14 11:12:43,1.947921753,57.5779686,58.24531174
2024-02-14 11:12:46,1.949755907,57.43598175,58.19897079
2024-02-14 11:12:50,2.037176609,57.85287094,58.29648972
2024-02-14 11:12:53,2.029891968,57.62337875,58.29191971
2024-02-14 11:12:57,2.041915894,57.54063034,58.30258942
2024-02-14 11:13:00,2.053341627,57.35785675,58.10547638
2024-02-14 11:13:03,2.043115377,57.27439117,58.1463623
2024-02-14 11:13:07,2.05530405,57.48031616,58.25169754
2024-02-14 11:13:11,2.057495117,57.77912521,58.42686844
2024-02-14 11:13:15,2.035079956,57.19269562,58.09237671
2024-02-14 11:13:19,2.029181004,57.74274445,58.38222122
2024-02-14 11:13:23,2.04030776,57.50898361,58.24667358
2024-02-14 11:13:27,2.033404589,57.86227417,58.43148804
2024-02-14 11:13:30,2.150311232,57.68464279,58.40496445
2024-02-14 11:13:34,2.15133357,57.35861969,58.13562775
2024-02-14 11:13:37,2.155047655,57.67626572,58.301754
2024-02-14 11:13:40,2.143048048,57.69121933,58.25828934
2024-02-14 11:13:44,2.152999878,57.47993851,58.14817429
2024-02-14 11:13:47,2.159179688,57.65764236,58.34233475
2024-02-14 11:13:49,2.154571533,57.73914719,58.41060257
2024-02-14 11:13:53,2.149990797,57.10673141,57.97221756
2024-02-14 11:13:56,2.122112989,57.24393845,58.45066452
2024-02-14 11:14:02,2.119720459,56.74865341,57.81827927
2024-02-14 11:14:05,2.261908054,57.30374908,58.09690475
2024-02-14 11:14:08,2.255206347,58.11040115,58.6187439
2024-02-14 11:14:11,2.249850512,57.10992432,58.02296066
2024-02-14 11:14:14,2.236425877,57.79029465,58.40579224
2024-02-14 11:14:18,2.233340502,57.42760086,58.26912308
2024-02-14 11:14:21,2.242401123,57.57442093,58.29927444
2024-02-14 11:14:25,2.231567383,57.51412582,58.32316208
2024-02-14 11:14:28,2.243554831,57.68828201,58.41384506
2024-02-14 11:14:32,2.247387648,57.4375267,58.19154739
2024-02-14 11:14:35,2.341894627,57.22055817,57.97821045
2024-02-14 11:14:38,2.340881348,57.31896973,57.92786789
2024-02-14 11:14:42,2.363009691,57.60282516,57.94844437
2024-02-14 11:14:46,2.352795362,57.81732178,58.44775391
2024-02-14 11:14:50,2.332360983,57.35935211,58.09819412
2024-02-14 11:14:53,2.359460592,57.48562622,58.56099319
2024-02-14 11:14:57,2.365271091,57.42642975,58.26436234
2024-02-14 11:15:00,1.232153296,57.58887482,58.18194199
2024-02-14 11:15:03,1.235867381,57.82630157,58.45513916
2024-02-14 11:15:06,1.239511132,57.26181793,58.08285522
2024-02-14 11:15:09,1.22705996,57.81215286,58.32666016
2024-02-14 11:15:12,1.221917748,57.03875351,57.88434601
2024-02-14 11:15:16,1.223919749,57.85325241,58.44308472
2024-02-14 11:15:20,1.211657763,57.57529831,58.18478012
2024-02-14 11:15:23,1.211181641,57.2809639,58.24610138
2024-02-14 11:15:26,1.220336914,58.0678978,58.58623886
2024-02-14 11:15:30,1.237176538,57.70705032,58.35526276
2024-02-14 11:15:33,1.237475634,56.96986008,57.97612381
2024-02-14 11:15:36,1.220727563,57.66030502,58.15800858
2024-02-14 11:15:40,1.235900879,57.66340256,58.29279709
2024-02-14 11:15:43,1.216882348,57.93842697,58.60266876
2024-02-14 11:15:47,1.127664208,57.59570313,58.2971077
2024-02-14 11:15:50,1.124020457,57.14787674,57.98307419
2024-02-14 11:15:53,1.126696825,57.52303696,58.38062286
2024-02-14 11:15:56,1.114202857,57.32804108,58.12095261
2024-02-14 11:15:59,1.124151587,56.88418579,57.82197189
2024-02-14 11:16:03,1.126223803,58.12908936,58.54105759
2024-02-14 11:16:07,1.11869812,57.68717194,58.37820053
2024-02-14 11:16:10,1.108938575,56.67889023,57.97710037
2024-02-14 11:16:13,1.115664721,57.84730148,58.43027878
2024-02-14 11:16:16,1.094110131,57.26715088,58.26632309
2024-02-14 11:16:19,1.116986156,57.61187744,58.26638794
2024-02-14 11:16:23,1.11894834,57.79491806,58.48390579
2024-02-14 11:16:25,1.135897875,56.80287552,57.90084839
2024-02-14 11:16:28,1.115615845,57.87771225,58.37360382
2024-02-14 11:16:31,1.114593506,57.70852661,58.41308212
2024-02-14 11:16:36,1.113449097,57.33368683,58.32630539
2024-02-14 11:16:39,1.120532274,57.1237793,57.94726181
2024-02-14 11:16:43,1.128256202,57.95852661,58.54912949
2024-02-14 11:16:46,1.134982347,57.24221802,58.13581467
2024-02-14 11:16:49,1.118237376,57.32035065,58.05487061
2024-02-14 11:16:52,1.109140038,57.90859604,58.13912964
2024-02-14 11:16:55,0.8795440793,56.80161285,57.93999863
2024-02-14 11:16:59,1.125293016,57.70445633,58.25074387
2024-02-14 11:17:02,1.08127749,57.69145584,58.29008102
2024-02-14 11:17:06,1.123126268,57.33387375,58.12038803
2024-02-14 11:17:09,1.105487108,57.86332321,58.29951096
2024-02-14 11:17:12,1.118591309,57.44715118,58.24880981
2024-02-14 11:17:15,1.138458252,57.06506348,58.09592819
2024-02-14 11:17:17,1.120495677,57.46631622,58.15195847
2024-02-14 11:17:21,1.12272346,57.84182739,58.41260529
2024-02-14 11:17:24,1.130517602,57.55944443,58.33504105
2024-02-14 11:17:27,1.125448585,57.08440018,58.0984993
2024-02-14 11:17:30,1.139508128,57.88196945,58.44511032
2024-02-14 11:17:33,1.13343513,57.16783524,58.3077774
2024-02-14 11:17:36,1.14553833,57.59287643,58.00298691
2024-02-14 11:17:39,1.142062426,57.36439896,58.38262558
2024-02-14 11:17:42,1.154775977,57.50512695,57.96088409
2024-02-14 11:17:45,1.154586792,57.68423462,58.06549072
2024-02-14 11:17:48,1.163012743,57.75867844,58.37078857
2024-02-14 11:17:52,1.15359807,57.19293213,57.99303055
2024-02-14 11:17:55,1.173809886,57.58806992,58.28364944
2024-02-14 11:17:57,1.089312792,57.87282944,58.3984642
2024-02-14 11:18:00,1.089706421,57.92406845,58.47694778
2024-02-14 11:18:03,1.104251146,57.07499313,57.95392609
2024-02-14 11:18:06,1.089541674,57.8821373,58.17515945
2024-02-14 11:18:10,1.097192407,57.86878204,58.01433945
2024-02-14 11:18:12,1.102703929,57.44914627,58.14760208
2024-02-14 11:18:15,1.119378686,57.58768463,58.23650742
2024-02-14 11:18:17,1.107724071,57.24082184,58.08709335
